Full Name,Name,Status,Duration,Error,Stack Trace,Steps,Parent Suite,Suite,Sub Suite,Epic,Feature,Story
"tests.test_baseline#test_report_source_label","report marks saved_vs_cursor with the baseline source (text + JSON)","passed","5ms",,,"report default: == greedy-token usage == | Events: 1 | By tier: | tier        count   est_tokens  saved_vs_cursor | tool            1            0            9,000 | Baseline source: default-estimate (agent overhead ~6,000 tokens) — saved_vs_cursor is a... passed (0s)
 report measured: == greedy-token usage == | Events: 1 | By tier: | tier        count   est_tokens  saved_vs_cursor | tool            1            0            9,000 | Baseline source: measured (agent overhead ~9,500 tokens) — saved_vs_cursor is an estima... passed (0s)","Token economy","Baseline calibration",,"Token economy","Baseline calibration","Report source label"
"tests.test_code_search#test_resolve_search_path_prefers_default_among_multi","resolve prefers unique DEFAULT_PATHS among multiple non-vendor hits","passed","8ms",,,"Plant same dirname under projects and outside DEFAULT_PATHS passed (1ms)
 Resolve bare name passed (6ms)
   resolved: /tmp/pytest-of-runner/pytest-0/test_resolve_search_path_prefe1/projects/pref-utils passed (0s)
  Verify DEFAULT_PATHS preference and helpers passed (1ms)","Code search","Search path resolution",,"Code search","Search path resolution","Path resolution"
"tests.test_code_search#test_resolve_search_path_prefers_default_paths","resolve prefers unique DEFAULT_PATHS hit over vendor","passed","4ms",,,"Plant same dirname in projects and node_modules passed (1ms)
 Resolve bare name utils passed (3ms)
   resolved path: /tmp/pytest-of-runner/pytest-0/test_resolve_search_path_prefe0/projects/lib/utils passed (0s)
  Verify projects hit wins passed (0s)","Code search","Search path resolution",,"Code search","Search path resolution","Path resolution"
"tests.test_code_search#test_resolve_search_path_ambiguous_dirs","resolve reports ambiguous when multiple DEFAULT_PATHS dirs match","passed","4ms",,,"Plant same dirname under projects and docs passed (0s)
 Resolve ambiguous bare name passed (4ms)
   reason: ambiguous passed (0s)
  Verify ambiguous passed (0s)","Code search","Search path resolution",,"Code search","Search path resolution","Path resolution"
"tests.test_code_search#test_resolve_search_path_in_minimal_workspace","Resolve search path by filename in minimal workspace","passed","4ms",,,"Resolve sample.js in minimal workspace passed (3ms)
  resolved path: /tmp/pytest-of-runner/pytest-0/test_resolve_search_path_in_mi0/projects/sample.js passed (0s)
 Verify filename match passed (0s)","Code search","Search path resolution",,"Code search","Search path resolution","Minimal workspace"
"tests.test_code_search#test_resolve_search_path_by_filename","Resolve search path by filename in workspace","skipped","0s","Skipped: workspace root not found (parent workspace checkout required)","('/home/runner/work/greedy-token/greedy-token/tests/test_code_search.py', 19, 'Skipped: workspace root not found (parent workspace checkout required)')",,"Code search","Search path resolution",,"Code search","Search path resolution","Workspace"
"tests.test_code_search#test_resolve_search_path_skips_node_modules","resolve skips node_modules bare-name trap","passed","4ms",,,"Plant unique bare name only under node_modules passed (1ms)
 Resolve bare name search passed (3ms)
   reason: not_found passed (0s)
   path: (none) passed (0s)
  Verify vendor-only match is not_found passed (0s)","Code search","Search path resolution",,"Code search","Search path resolution","Path resolution"
"tests.test_model_select_gaps#test_resolve_model","resolve_model: env id, policy raises, auto fallback to expensive/cheap","passed","2ms",,,,"tests","test_model_select_gaps",,,,
"tests.test_tool_paths#test_resolve_rg_override","resolve_rg honors GREEDY_TOKEN_RG override","passed","1ms",,,"Resolve rg from override passed (1ms)
  resolved: /tmp/pytest-of-runner/pytest-0/test_resolve_rg_override0/custom-rg passed (0s)","Tool paths","Ripgrep resolution",,"Tool paths","Ripgrep resolution","Ripgrep"
"tests.test_tool_paths#test_resolve_rg_skips_invalid","resolve_rg skips duplicate and invalid candidates","passed","0s",,,,"Tool paths","Ripgrep resolution",,"Tool paths","Ripgrep resolution","Ripgrep"
"tests.test_tool_paths#test_resolve_rg_duplicate_continue","resolve_rg: a duplicate candidate is skipped via continue, not break","passed","0s",,,,"Tool paths","Ripgrep resolution",,"Tool paths","Ripgrep resolution","Ripgrep"
"tests.test_tool_paths#test_resolve_rg_oserror_continue","resolve_rg: an OSError candidate is skipped via continue, not break","passed","0s",,,,"Tool paths","Ripgrep resolution",,"Tool paths","Ripgrep resolution","Ripgrep"
"tests.test_code_search#test_resolve_search_path_unique_glob","resolve_search_path picks unique glob match","passed","3ms",,,"Resolve filename via unique glob passed (2ms)
  resolved path: /tmp/pytest-of-runner/pytest-0/test_resolve_search_path_uniqu0/projects/sample.js passed (0s)
 Verify unique glob match passed (0s)","Code search","Search path resolution",,"Code search","Search path resolution","Path resolution"
"tests.test_code_search#test_resolve_search_path_rejects_outside_root","resolve_search_path rejects absolute path outside workspace","passed","1ms",,,"Resolve absolute path outside workspace passed (0s)
  outside path: /tmp/pytest-of-runner/pytest-0/outside-root0/secret.txt passed (0s)
  resolved: (none) passed (0s)
 Verify outside-root path is rejected passed (0s)","Code search","Search path resolution",,"Code search","Search path resolution","Path resolution"
"tests.test_code_search#test_resolve_search_path_absolute_file","resolve_search_path resolves absolute file path","passed","1ms",,,"Resolve absolute file path passed (1ms)
  resolved path: /tmp/pytest-of-runner/pytest-0/test_resolve_search_path_absol0/projects/sample.js passed (0s)
 Verify absolute path match passed (0s)","Code search","Search path resolution",,"Code search","Search path resolution","Path resolution"
"tests.test_code_search#test_resolve_search_path_directory","resolve_search_path resolves directory under root","passed","1ms",,,"Resolve docs directory passed (0s)
  resolved path: /tmp/pytest-of-runner/pytest-0/test_resolve_search_path_direc0/docs passed (0s)
 Verify directory match passed (0s)","Code search","Search path resolution",,"Code search","Search path resolution","Path resolution"
"tests.test_code_search#test_resolve_search_path_relative","resolve_search_path resolves relative path under root","passed","1ms",,,"Resolve relative path under workspace root passed (0s)
  resolved path: /tmp/pytest-of-runner/pytest-0/test_resolve_search_path_relat0/projects/sample.js passed (0s)
 Verify relative path resolves to sample.js passed (0s)","Code search","Search path resolution",,"Code search","Search path resolution","Path resolution"
"tests.test_code_search#test_resolve_search_path_empty","resolve_search_path returns None for empty hint","passed","0s",,,"Resolve empty path hint passed (0s)
  resolved path: (none) passed (0s)
 Verify None for empty hint passed (0s)","Code search","Search path resolution",,"Code search","Search path resolution","Path resolution"
"tests.test_code_search#test_resolve_search_path_ambiguous_glob","resolve_search_path returns None when multiple glob matches","passed","4ms",,,"Add duplicate sample.js for ambiguous glob passed (1ms)
 Resolve filename with multiple matches passed (3ms)
   resolved path: (none) passed (0s)
  Verify ambiguous glob returns None passed (0s)","Code search","Search path resolution",,"Code search","Search path resolution","Path resolution"
"tests.test_code_search_gaps#test_resolve_detail_ambiguous","resolve_search_path_detail: ambiguous reason/candidates for dirs and files","passed","7ms",,,"two non-unique dir matches → ambiguous with 2 candidates passed (3ms)
 exactly two file matches → ambiguous (kills > 1 → > 2) passed (4ms)","Code search","Code search gaps",,"Code search","Parse and enrich",
"tests.test_code_search_gaps#test_resolve_detail_candidate_cap","resolve_search_path_detail: candidate lists are capped at 8 (dirs and files)","passed","28ms",,,"9 non-unique dir matches → candidates capped at 8 (kills [:9]) passed (13ms)
 9 non-unique file matches → candidates capped at 8 (kills [:9]) passed (15ms)","Code search","Code search gaps",,"Code search","Parse and enrich",
"tests.test_code_search_gaps#test_resolve_detail_reason_strings","resolve_search_path_detail: exact reason strings across every return site","passed","4ms",,,"empty hint → reason 'empty' passed (0s)
 absolute non-existent → reason 'not_found' passed (1ms)
  bare name with no glob match → reason 'not_found' passed (1ms)
   relative '..' has empty Path.name → reason 'not_found' passed (1ms)
    absolute is_file() raising OSError → reason 'not_found' passed (0s)
     absolute resolve() raising OSError → reason 'not_found' passed (0s)","Code search","Code search gaps",,"Code search","Parse and enrich",
"tests.test_code_search_gaps#test_resolve_detail_dot_ghost_root","resolve_search_path_detail: hint '.' under a non-existent root → 'not_found'","passed","0s",,,"root does not exist and Path('.').name is empty → not_found return site passed (0s)","Code search","Code search gaps",,"Code search","Parse and enrich",
"tests.test_init#test_resolve_version_release_env_fallback","resolve_version honors GREEDY_TOKEN_RELEASE_VERSION without pyproject or metadata","passed","0s",,,,"Package","Package metadata",,"Package","Package metadata","Version"
"tests.test_init#test_resolve_version_raises_when_unresolvable","resolve_version raises when version cannot be resolved","passed","2ms",,,,"Package","Package metadata",,"Package","Package metadata","Version"
"tests.test_init#test_resolve_version_uses_metadata_outside_source_tree","resolve_version uses metadata outside source checkout","passed","0s",,,,"Package","Package metadata",,"Package","Package metadata","Version"
"tests.test_init#test_resolve_version_uses_pyproject_in_source_tree","resolve_version uses pyproject.toml in source checkout","passed","1ms",,,"pyproject version: 0.7.2 passed (0s)","Package","Package metadata",,"Package","Package metadata","Version"
"tests.test_wrappers#test_resolve_wrapper_command_python_script","resolve_wrapper_command builds python invocation for .py scripts","passed","0s",,,,"Script wrappers","Workspace scripts",,"Script wrappers","Workspace scripts","Command resolution"
"tests.test_tool_paths#test_rg_timeout_constant","RG timeout is configured","passed","0s",,,,"Tool paths","Ripgrep resolution",,"Tool paths","Ripgrep resolution","Constants"
"tests.test_tool_paths#test_rg_path_for_shell_fallback","rg_path_for_shell falls back to rg when not found","passed","1ms",,,,"Tool paths","Ripgrep resolution",,"Tool paths","Ripgrep resolution","Ripgrep"
"tests.test_tool_paths#test_rg_path_for_shell_found","rg_path_for_shell quotes the resolved rg path when found","passed","0s",,,,"Tool paths","Ripgrep resolution",,"Tool paths","Ripgrep resolution","Ripgrep"
"tests.test_budget_gaps#test_rolling_30d_period","rolling_30d period start and label","passed","0s",,,,"Budget","Budget gaps",,"Budget","Split budget",
"tests.test_tool_paths#test_root_cd_prefix","root_cd_prefix emits cd command for workspace","passed","1ms",,,"prefix: cd /tmp/pytest-of-runner/pytest-0/test_root_cd_prefix0 && passed (0s)","Tool paths","Ripgrep resolution",,"Tool paths","Ripgrep resolution","Root prefix"
"tests.test_usage#test_rotate_log_noop","rotate_log_if_needed returns false when file missing or small","passed","0s",,,,"Greedy token","Usage telemetry",,"Greedy token","Usage telemetry","Rotation"
"tests.test_baseline#test_route_footer_source_label","route decision marks Saved est with the source","passed","188ms",,,,"Token economy","Baseline calibration",,"Token economy","Baseline calibration","Footer source label"
"tests.test_router#test_route_rag_question","Route documentation question to RAG tier","passed","69ms",,,"Route documentation question passed (67ms)
  decision: { | ""target"": ""rag"", | ""route_id"": ""rag-config-keys"" | } passed (0s)
 Verify RAG tier selection passed (0s)","Routing","Task router",,"Routing","Task router","RAG tier"
"tests.test_usage#test_build_route_event_truncates_task","Route event builder truncates long task strings","passed","4ms",,,"Build route event from long task passed (4ms)
  route event: { | ""task_length"": 500, | ""task_suffix"": ""xxxx…"" | } passed (0s)
 Verify task truncation and schema fields passed (0s)","Greedy token","Usage telemetry",,"Greedy token","Usage telemetry","Route events"
"tests.test_router#test_route_find_goes_to_tool","Route find task to tool tier with read-only plan","passed","68ms",,,"Route find task passed (68ms)
  decision: { | ""target"": ""tool"", | ""read_only"": true, | ""route_id"": ""tool-rg-search"" | } passed (0s)
  command: cd /tmp/pytest-of-runner/pytest-0/test_route_find_goes_to_tool0 && /usr/bin/rg -n --max-columns 200 -F baseUrl -g '!.git/**' -g '!node_modules/**' -g '!build/**' -g '!.venv/**' -g '!.cursor/hooks/**' --max-count 50 projects docs stacks s... passed (0s)
 Verify tool tier with read-only plan passed (0s)","Routing","Task router",,"Routing","Task router","Tool tier"
"tests.test_router#test_route_cursor_fallback","Route open-ended task to cursor fallback","passed","55ms",,,"Route open-ended explain task passed (55ms)
  decision: { | ""target"": ""cursor"", | ""route_id"": ""cursor-fallback"" | } passed (0s)
 Verify cursor fallback route passed (0s)","Routing","Task router",,"Routing","Task router","Cursor tier"
"tests.test_router#test_route_skips_unavailable_ollama","Route skips Ollama tier when server is unavailable","passed","55ms",,,"Route audit task with Ollama unavailable passed (54ms)
  decision: { | ""target"": ""cursor"", | ""route_id"": ""cursor-fallback"" | } passed (0s)
 Verify Ollama tier is skipped passed (0s)","Routing","Task router",,"Routing","Task router","Ollama availability"
"tests.test_router#test_route_task_total_on_arbitrary_input","route_task never raises and always yields a valid tier for arbitrary input","passed","13s 906ms",,,,"Routing","Task router",,"Routing","Task router","Invariants"
"tests.test_router#test_route_task_total_with_ollama_available","route_task stays valid when the cheap LLM tier is available","passed","5s 621ms",,,,"Routing","Task router",,"Routing","Task router","Invariants"
"tests.test_router_gaps#test_route_task_all_tiers_missing_routes","route_task_all_tiers: missing 'routes' key defaults to [] (kills None default)","passed","2ms",,,,"Router","Router gaps",,"Router","Route status",
"tests.test_router_gaps#test_route_task_all_tiers_selection","route_task_all_tiers: per-tier target selection and shadow on matched path","passed","3ms",,,"tool tier picks the tool-targeted route (kills target == → !=) passed (0s)
 shadow id applied on the matched path (kills _with_shadow(best, None)) passed (0s)","Router","Router gaps",,"Router","Route status",
"tests.test_router_gaps#test_route_task_all_tiers_fallback_wiring","route_task_all_tiers: root/fallback-tier threading, tier-none id, shadow on fallback","passed","3ms",,,"all five tiers returned in order passed (0s)
 root threaded into _best_in_tier for every tier (kills root=None/and/arg-None) passed (0s)
  root threaded into _fallback_for_tier (kills root=None arg) passed (0s)
   fallback route_id is '<tier>-none' (kills tier=None → 'None-none') passed (0s)
    shadow id applied on the fallback path (kills _with_shadow(fallback, None)) passed (0s)","Router","Router gaps",,"Router","Route status",
"tests.test_router_gaps#test_route_task_cursor_fallback_exact","route_task: cursor fallback exact fields (message, first-line rationale, 0.35, high)","passed","2ms",,,"identity fields passed (0s)
 note is the full configured message; rationale is only its first line passed (0s)
  complexity is the cursor estimate 'high'; est_tokens root-dependent > 0 passed (0s)
   real root threaded into the cursor token estimate (kills root=None) passed (0s)","Router","Router gaps",,"Router","Route status",
"tests.test_router_gaps#test_route_task_cursor_fallback_missing_cfg","route_task: cursor fallback without cursor_fallback cfg → estimate rationale, no crash","passed","2ms",,,,"Router","Router gaps",,"Router","Route status",
"tests.test_router_gaps#test_route_task_missing_routes_key","route_task: missing 'routes' key defaults to [] (kills None/removed default)","passed","2ms",,,,"Router","Router gaps",,"Router","Route status",
"tests.test_router_gaps#test_route_task_ollama_and_not_or","route_task: non-ollama match with ollama down is NOT skipped (kills and → or)","passed","0s",,,,"Router","Router gaps",,"Router","Route status",
"tests.test_router_gaps#test_route_task_selection_budget_shadow","route_task: selected route threads task/root to budget policy and applies shadow","passed","1ms",,,"tool route selected and returned passed (1ms)
 shadow id applied on the return path (kills _with_shadow(..., None)) passed (0s)
  root threaded into _best_in_tier (kills root and find_workspace_root) passed (0s)
   task/root threaded into apply_budget_policy (kills task=None/root=None) passed (0s)","Router","Router gaps",,"Router","Route status",
"tests.test_router_gaps#test_route_task_ollama_continue","route_task: unavailable-ollama tier continues to next tier (kills continue → break)","passed","1ms",,,,"Router","Router gaps",,"Router","Route status",
"tests.test_paths#test_route_task_workspace_route_wins_tiebreak","route_task: workspace route wins a tier tie-break against bundled route","passed","31ms",,,"'find' ties with bundled tool-rg-search → workspace route first passed (29ms)
  route_id: ws-rg-search passed (0s)","Configuration","Workspace paths",,"Configuration","Workspace paths","Merge priority"
"tests.test_baseline#test_router_estimate_uses_calibrated_overhead","Router cursor-tier estimate uses the calibrated overhead","passed","5ms",,,,"Token economy","Baseline calibration",,"Token economy","Baseline calibration","Source priority"
"tests.test_coverage_gaps#test_router_public_edges","router public: SEARCH prefixes, tooling, format_decision","passed","376ms",,,,"Test infrastructure","Coverage gaps",,"Test infrastructure","Coverage gaps",
"tests.test_paths#test_workspace_overlay_routes_file_paths","routes_file supports absolute paths; missing file is ignored","passed","2ms",,,"Absolute routes_file is read as-is passed (1ms)
 Missing routes_file → empty overlay, no crash passed (1ms)","Configuration","Workspace paths",,"Configuration","Workspace paths","Workspace overlay"
"tests.test_budget_gaps#test_doctor_error_and_exhausted_note","run_doctor errors are swallowed; exhausted mode annotates note","passed","1ms",,,,"Budget","Budget gaps",,"Budget","Split budget",
"tests.test_resource_probe_gaps#test_run_doctor_branches","run_doctor: warnings, benchmark, paid import fallback","passed","1ms",,,,"Resource probe","Resource probe gaps",,"Resource probe","Hardware + Ollama doctor",
"tests.test_resource_probe_gaps#test_run_micro_benchmark","run_micro_benchmark: cache hit, unavailable, success, chat error","passed","45ms",,,,"Resource probe","Resource probe gaps",,"Resource probe","Hardware + Ollama doctor",
"tests.test_pipeline#test_run_pipeline_default_is_dry_run","run_pipeline defaults to dry-run (execute=False)","passed","6ms",,,"Call run_pipeline without execute kwarg passed (6ms)
  step results: [ | { | ""executed"": false, | ""ok"": true | } | ] passed (0s)
 Verify default is dry-run passed (0s)","Pipeline","Multi-step chains",,"Pipeline","Multi-step chains","Dry run"
"tests.test_search_enrich#test_run_search_enrich_rag","run_pipeline search-enrich-rag executes read-hits from prior search","passed","23ms",,,,"Code search","Context enrichment",,"Code search","Context enrichment","Pipeline"
"tests.test_pipeline_gaps#test_run_pipeline_wiring","run_pipeline: threads root/profile, prior-search output, and logs on execute","passed","0s",,,"non-search executed step does NOT become prior_search_output passed (0s)
 search output IS threaded into the following step passed (0s)","Pipeline","Pipeline gaps",,"Pipeline","Step runner",
"tests.test_pipeline_gaps#test_run_pipeline_truncation","run_pipeline: truncates step output above the default cap, keeping the boundary","passed","1ms",,,"len == default cap (4000): not truncated (kills > → >=) passed (0s)
 len 4001: truncated to cap-40 + suffix (kills default 4001, -40/-41, suffix) passed (0s)","Pipeline","Pipeline gaps",,"Pipeline","Step runner",
"tests.test_hub_gaps#test_savings_by_route","savings_by_route aggregates and sorts","passed","1ms",,,,"Hub","Hub gaps",,"Hub","Local ops dashboard",
"tests.test_paths#test_scaffold_routes_overlay","scaffold_routes_overlay reuses bundled tool-rg-search with detected paths","passed","8ms",,,,"Configuration","Workspace paths",,"Configuration","Workspace paths","Init routes helpers"
"tests.test_code_search#test_search_code_scoped_file_no_match","Scoped file search reports no matches when absent","skipped","0s","Skipped: workspace root not found (parent workspace checkout required)","('/home/runner/work/greedy-token/greedy-token/tests/test_code_search.py', 41, 'Skipped: workspace root not found (parent workspace checkout required)')",,"Code search","Search path resolution",,"Code search","Search path resolution","Scoped search"
"tests.test_code_search#test_search_code_finds_in_minimal_workspace","Scoped search finds baseUrl in sample.js","passed","8ms",,,"Search baseUrl in sample.js passed (8ms)
  search output: Search: 'baseUrl' in projects/sample.js | projects/sample.js:1:const baseUrl = 'http://localhost'; | --- enriched context (snippet, 1 file(s), ~28 tokens) --- | ### projects/sample.js:1 (±15 lines, 1-1) | 1|const baseUrl = 'http://localh... passed (0s)
  engine: rg passed (0s)
 Verify baseUrl match passed (0s)","Code search","Search path resolution",,"Code search","Search path resolution","Scoped search"
"tests.test_usage#test_build_script_override_event_shape","Script override event follows usage contract","passed","1ms",,,"Build script override event passed (1ms)
  override event: { | ""v"": 2, | ""ts"": ""2026-07-22T16:26:10Z"", | ""event"": ""script_override"", | ""cmd"": ""override"", | ""task"": ""ssh check qaguru prod"", | ""task_normalized"": ""ssh check qaguru prod"", | ""root"": ""/tmp/pytest-of-runner/pytest-0/test_build_script_o... passed (0s)
 Verify override contract fields passed (0s)","Greedy token","Usage telemetry",,"Greedy token","Usage telemetry","Override events"
"tests.test_wrappers#test_wrappers_registry_has_check_meta_sync","Script wrappers registry includes read-only check-meta-sync","passed","1ms",,,"Inspect wrappers registry passed (1ms)
  check-meta-sync entry: { | ""present"": true, | ""read_only"": true | } passed (0s)
 Verify check-meta-sync is read-only passed (0s)","Script wrappers","Workspace scripts",,"Script wrappers","Workspace scripts","Registry"
"tests.test_mcp_gaps#test_search_invalid_context_no_hits","search tool: invalid context resets to default and no-hit skips summary","passed","26ms",,,,"MCP","MCP gaps",,"MCP","MCP tools",
"tests.test_search_enrich#test_search_context_none","search_code context=none stays thin","passed","6ms",,,"Search with context=none passed (6ms)
  output: Search: 'baseUrl' in projects/sample.js | projects/sample.js:1:const baseUrl = 'http://localhost'; passed (0s)
 Verify no enrichment block passed (0s)","Code search","Context enrichment",,"Code search","Context enrichment","Snippets"
"tests.test_search_enrich#test_search_snippet_enrichment","search_code context=snippet includes surrounding lines","passed","8ms",,,"Search with snippet context passed (8ms)
  output: Search: 'baseUrl' in projects/sample.js | projects/sample.js:1:const baseUrl = 'http://localhost'; | --- enriched context (snippet, 1 file(s), ~28 tokens) --- | ### projects/sample.js:1 (±15 lines, 1-1) | 1|const baseUrl = 'http://localh... passed (0s)
 Verify enriched block and counters passed (0s)","Code search","Context enrichment",,"Code search","Context enrichment","Snippets"
"tests.test_code_search#test_search_code_python_global","search_code python global workspace scan","passed","5ms",,,"Disable ripgrep resolver passed (0s)
 Search baseUrl globally via python scan passed (4ms)
   output: Search: 'baseUrl' in workspace [python] | (rg not in PATH — python tree scan) | projects/sample.js:1:const baseUrl = 'http://localhost'; | docs/rag/config/test-chunk.md:1:baseUrl is configured via -DbaseUrl flag in Gradle. | --- enriched... passed (0s)
   engine: python passed (0s)
  Verify match or no-matches response passed (0s)","Code search","Search path resolution",,"Code search","Search path resolution","Python fallback"
"tests.test_code_search#test_search_code_python_tree_with_path","search_code python tree scan with path glob","passed","5ms",,,"Disable ripgrep resolver passed (0s)
 Search baseUrl with path glob via python tree passed (4ms)
   output: Search: 'baseUrl' in projects/sample.js [python] | (rg not in PATH — python file scan) | /tmp/pytest-of-runner/pytest-0/test_search_code_python_tree_w0/projects/sample.js:1:const baseUrl = 'http://localhost'; | --- enriched context (snip... passed (0s)
   engine: python passed (0s)
  Verify python engine and match passed (0s)","Code search","Search path resolution",,"Code search","Search path resolution","Python fallback"
"tests.test_code_search#test_search_code_rejects_outside_root","search_code refuses absolute path outside workspace","passed","2ms",,,"Search with absolute path outside workspace passed (0s)
  search output: Error: path '/tmp/pytest-of-runner/pytest-0/outside-search0/secret.txt' is outside workspace root (/tmp/pytest-of-runner/pytest-0/test_search_code_rejects_outsi0). Search is confined to the workspace. passed (0s)
 Verify error and no secret leak passed (0s)","Code search","Search path resolution",,"Code search","Search path resolution","Path resolution"
"tests.test_code_search#test_search_code_empty_query","search_code rejects empty query","passed","0s",,,"Search with blank query passed (0s)
  search output: Error: query is required. passed (0s)
 Verify validation error passed (0s)","Code search","Search path resolution",,"Code search","Search path resolution","Validation"
"tests.test_code_search#test_search_code_ambiguous_path_error","search_code reports ambiguous path instead of silent glob","passed","4ms",,,"Add duplicate sample.js passed (0s)
 Search with ambiguous path passed (4ms)
   search output: Error: path 'sample.js' is ambiguous under test_search_code_ambiguous_pat0. Pass a path relative to the workspace root. | Candidates: | - projects/sample.js | - projects/nested/sample.js passed (0s)
  Verify ambiguous error lists candidates passed (0s)","Code search","Search path resolution",,"Code search","Search path resolution","Path resolution"
"tests.test_code_search#test_search_code_python_no_match","search_code reports no matches in scoped file","passed","2ms",,,"Disable ripgrep resolver passed (0s)
 Search missing token in scoped file passed (2ms)
   output: No matches for 'ZZZNOTFOUND' in projects/sample.js. | Try greedy_token_rag for docs/rag lookup, or search without path. passed (0s)
  Verify no matches message passed (0s)","Code search","Search path resolution",,"Code search","Search path resolution","Python fallback"
"tests.test_code_search#test_search_code_path_not_found","search_code reports not found for unknown path","passed","3ms",,,"Search with missing path hint passed (3ms)
  search output: Error: path 'no-such-file-xyz.js' not found under workspace root (/tmp/pytest-of-runner/pytest-0/test_search_code_path_not_foun0). Use a relative path (e.g. projects/…/file.py) or a unique filename. passed (0s)
 Verify not-found error passed (0s)","Code search","Search path resolution",,"Code search","Search path resolution","Path resolution"
"tests.test_code_search#test_search_code_directory_scope","search_code scopes to directory path without mocking rg","passed","9ms",,,"Search inside docs directory passed (8ms)
  search output: Search: 'dirNeedleXYZ' in docs | docs/note.md:1:dirNeedleXYZ | --- enriched context (snippet, 1 file(s), ~25 tokens) --- | ### docs/note.md:1 (±15 lines, 1-1) | 1|dirNeedleXYZ passed (0s)
  engine: rg passed (0s)
 Verify directory-scoped hit passed (0s)","Code search","Search path resolution",,"Code search","Search path resolution","Scoped search"
"tests.test_code_search#test_search_code_python_fallback","search_code uses python scan when rg unavailable","passed","5ms",,,"Disable ripgrep resolver passed (0s)
 Search baseUrl in sample.js via python fallback passed (4ms)
   output: Search: 'baseUrl' in projects/sample.js [python] | (rg not in PATH — python file scan) | /tmp/pytest-of-runner/pytest-0/test_search_code_python_fallba0/projects/sample.js:1:const baseUrl = 'http://localhost'; | --- enriched context (snip... passed (0s)
   engine: python passed (0s)
  Verify python engine and match passed (0s)","Code search","Search path resolution",,"Code search","Search path resolution","Python fallback"
"tests.test_code_search_gaps#test_search_code_default_limit","search_code: default limit is 50 (python file scan)","passed","4ms",,,,"Code search","Code search gaps",,"Code search","Parse and enrich",
"tests.test_code_search_gaps#test_search_code_dir_python_scope","search_code: dir-scoped python tree scan reports the real dir scope, not 'None'","passed","2ms",,,"scope is the real dir 'docs' (kills scope=str(None)) passed (0s)","Code search","Code search gaps",,"Code search","Parse and enrich",
"tests.test_code_search_gaps#test_search_code_dir_cmd","search_code: directory-scoped rg command + scope header are exact","passed","2ms",,,,"Code search","Code search gaps",,"Code search","Parse and enrich",
"tests.test_code_search_gaps#test_search_code_empty_query_exact","search_code: empty query → exact error text and engine 'rg'","passed","1ms",,,,"Code search","Code search gaps",,"Code search","Parse and enrich",
"tests.test_code_search_gaps#test_search_code_file_command_not_found_fallback","search_code: file-scoped rg 'command not found' output falls back to python scan","passed","3ms",,,"'command not found' in rg output → skip rg return, use python scan passed (0s)","Code search","Code search gaps",,"Code search","Parse and enrich",
"tests.test_code_search_gaps#test_search_code_file_cmd","search_code: file-scoped rg header + default_path threading are exact","passed","3ms",,,,"Code search","Code search gaps",,"Code search","Parse and enrich",
"tests.test_code_search_gaps#test_search_code_no_match_engine","search_code: no-match final return engine is 'rg' when rg present, 'python' otherwise","passed","5ms",,,"rg present, nothing found anywhere → engine 'rg' + 'No matches' text passed (2ms)
 rg absent, nothing found → engine 'python' passed (1ms)","Code search","Code search gaps",,"Code search","Parse and enrich",
"tests.test_code_search_gaps#test_search_code_root_or","search_code: passed root is used, find_workspace_root not consulted (kills or→and)","passed","7ms",,,,"Code search","Code search gaps",,"Code search","Parse and enrich",
"tests.test_code_search_gaps#test_search_code_python_global_exact","search_code: python global tree scan — engine/note/header/body exact","passed","3ms",,,,"Code search","Code search gaps",,"Code search","Parse and enrich",
"tests.test_code_search_gaps#test_search_code_python_tree_join","search_code: python tree scan newline-joins hit rows (kills 'XX' join)","passed","3ms",,,"three distinct hit rows parse individually; no 'XX' separator passed (0s)","Code search","Code search gaps",,"Code search","Parse and enrich",
"tests.test_code_search_gaps#test_search_code_rg_present_tree_note","search_code: rg present but no rg matches → python tree, note suppressed","passed","3ms",,,,"Code search","Code search gaps",,"Code search","Parse and enrich",
"tests.test_code_search_gaps#test_search_code_file_no_match_engine","search_code: scoped-file no-match return engine follows rg availability","passed","3ms",,,,"Code search","Code search gaps",,"Code search","Parse and enrich",
"tests.test_code_search_gaps#test_search_code_file_no_match_engine_python","search_code: scoped-file no-match with rg absent → engine 'python'","passed","3ms",,,"rg absent, no python file hits → engine 'python' (kills rg-branch) passed (0s)","Code search","Code search gaps",,"Code search","Parse and enrich",
"tests.test_code_search_gaps#test_search_code_path_error_engine","search_code: unresolvable path → engine 'rg' and error text","passed","1ms",,,,"Code search","Code search gaps",,"Code search","Parse and enrich",
"tests.test_code_search_gaps#test_search_code_workspace_cmd","search_code: workspace rg command is exact; no enrichment for context 'none'","passed","1ms",,,,"Code search","Code search gaps",,"Code search","Parse and enrich",
"tests.test_rag_index#test_search_rag_empty_query","search_rag returns empty for token-less query","passed","0s",,,,"RAG","RAG index",,"RAG","RAG index","Search"
"tests.test_search_enrich#test_parse_search_enrich_rag","search-enrich-rag recipe chains read-hits","passed","6ms",,,,"Code search","Context enrichment",,"Code search","Context enrichment","Pipeline"
